len,ID,Date,Source,Likes,RTs,SA,Text,location
146,sylvainfaust,2017-12-03,Twitter for iPad,0,3,-1,b'RT @theFliegerFaust: \xc2\xab\xc2\xa0Is it me or do buses have a bad habit of getting in the way.\xc2\xa0\xc2\xbb #cseries #Weatherchannel #Avgeek @thatjohn @jonostrow\xe2\x80\xa6',
137,theFliegerFaust,2017-12-03,Twitter for iPad,4,1,1,b'#JustinTrudeau to visit #China December 3 to 7 \xe2\x80\x93 Why Guangzhou? Read More!    #aviation #bombardier #cseries\xe2\x80\xa6 https://t.co/6o0qgL9DYz',
136,theFliegerFaust,2017-12-03,Twitter for iPad,1,1,-1,"b'#Mexico demo of #CSeries #CS300 by #Bombardier, 8 pictures from the #secret event. #avgeek #aviation #airline\xe2\x80\xa6 https://t.co/74xIDleQkY'",
142,bouroux,2017-12-03,Twitter Web Client,0,2,0,b'RT @huskies626575: #Delta marking positions at #JFK as though the #Bombardier #CSeries was already part of the fleet. https://t.co/fR1jLebz\xe2\x80\xa6',Montreal  Canada
133,ReverseThrustAv,2017-12-03,IFTTT,0,0,1,b'New video by @PlanSBerlin : https://t.co/G291FK4Nu2 SWISS CSeries CS300 [HB-JCC] Landing and Takeoff from Berlin Tegel Airport (TXL)!',"Hannover, Deutschland"
122,huskies626575,2017-12-03,Twitter for Android,20,2,0,b'#Delta marking positions at #JFK as though the #Bombardier #CSeries was already part of the fleet. https://t.co/fR1jLebzgb',"Pretentious Rochester, MI"
142,Juliettochkaa,2017-12-03, Karrie Krakowiak,0,0,0,"b'Alain Bellemare, mall, the honcho managing director of Bombardier, discussing an arrangement with Airbus to achieve\xe2\x80\xa6 https://t.co/2cfuLKN88m'","orge Town, Cayman IslandsGe"
142,AirplaneGuy2013,2017-12-03,Twitter for Android,0,3,0,b'RT @sylvainfaust: KOREAN are in #Mirabel!  #CSeries Production Update! #cs100 #cs300 #bombardier #airbus #boeing #KAL #korea #SouthKorea #a\xe2\x80\xa6',Flight Operations Center
146,AirplaneGuy2013,2017-12-03,Twitter for Android,0,3,-1,b'RT @theFliegerFaust: \xc2\xab\xc2\xa0Is it me or do buses have a bad habit of getting in the way.\xc2\xa0\xc2\xbb #cseries #Weatherchannel #Avgeek @thatjohn @jonostrow\xe2\x80\xa6',Flight Operations Center
143,bouroux,2017-12-03,Twitter Web Client,0,3,0,b'RT @sylvainfaust: Dec. 2 \xc2\xa02017 Korean Air People are in Mirabel - #CSeries Production Update News!\n#bombardier #SWISS #airBaltic #KAL #airl\xe2\x80\xa6',Montreal  Canada
142,bouroux,2017-12-03,Twitter Web Client,0,3,0,b'RT @sylvainfaust: KOREAN are in #Mirabel!  #CSeries Production Update! #cs100 #cs300 #bombardier #airbus #boeing #KAL #korea #SouthKorea #a\xe2\x80\xa6',Montreal  Canada
90,Indoran1,2017-12-03,Twitter for iPhone,1,0,1,b'@FlySWISS @bombardierjets This interior from Swiss Air is so nice: https://t.co/l6tlMIwltW',
140,Indoran1,2017-12-03,Twitter for iPhone,1,0,1,b'@FlySWISS @bombardierjets Very impressed with the Bombardier CSeries jet that Swiss Air is flying. Passenger seat design is world class!Nice',
146,avgeekretweeter,2017-12-03,RoundTeam,0,3,-1,b'RT @theFliegerFaust: \xc2\xab\xc2\xa0Is it me or do buses have a bad habit of getting in the way.\xc2\xa0\xc2\xbb #cseries #Weatherchannel #Avgeek @thatjohn @jonostrow\xe2\x80\xa6',Read our daily updates at:
142,theFliegerFaust,2017-12-03,Twitter for iPhone,0,3,0,b'RT @sylvainfaust: KOREAN are in #Mirabel!  #CSeries Production Update! #cs100 #cs300 #bombardier #airbus #boeing #KAL #korea #SouthKorea #a\xe2\x80\xa6',
138,theFliegerFaust,2017-12-03,Twitter for iPhone,2,3,-1,b'\xc2\xab\xc2\xa0Is it me or do buses have a bad habit of getting in the way.\xc2\xa0\xc2\xbb #cseries #Weatherchannel #Avgeek @thatjohn\xe2\x80\xa6 https://t.co/Mkf0eml68a',
133,sylvainfaust,2017-12-03,Twitter for iPhone,7,3,0,b'KOREAN are in #Mirabel!  #CSeries Production Update! #cs100 #cs300 #bombardier #airbus #boeing #KAL #korea\xe2\x80\xa6 https://t.co/vTd6fqYS0N',
143,AirplaneGuy2013,2017-12-02,Twitter for Android,0,3,0,b'RT @sylvainfaust: Dec. 2 \xc2\xa02017 Korean Air People are in Mirabel - #CSeries Production Update News!\n#bombardier #SWISS #airBaltic #KAL #airl\xe2\x80\xa6',Flight Operations Center
117,Airphototicino,2017-12-02,Instagram,2,0,0,b'Taking off runway 05 in Geneva #genevaairport #bombardier #cseries #flyswiss @ Geneva Airport https://t.co/iOZX58FNl1',"Agno, Svizzera"
143,theFliegerFaust,2017-12-02,Twitter for iPhone,0,3,0,b'RT @sylvainfaust: Dec. 2 \xc2\xa02017 Korean Air People are in Mirabel - #CSeries Production Update News!\n#bombardier #SWISS #airBaltic #KAL #airl\xe2\x80\xa6',
142,sylvainfaust,2017-12-02,Twitter for iPhone,0,1,1,b'RT @theFliegerFaust: Fliegerfaust News: Last Minute CSeries 2017 Delivery - Korean Air people are at Mirabel... and more... - https://t.co/\xe2\x80\xa6',
128,theFliegerFaust,2017-12-02,MailChimp,6,1,1,b'Fliegerfaust News: Last Minute CSeries 2017 Delivery - Korean Air people are at Mirabel... and more... - https://t.co/MYU0NLKlvc',
143,sylvainfaust,2017-12-02,Twitter for iPad,9,3,0,b'Dec. 2 \xc2\xa02017 Korean Air People are in Mirabel - #CSeries Production Update News!\n#bombardier #SWISS #airBaltic #KAL\xe2\x80\xa6 https://t.co/dFIrIjzF73',
143,theFliegerFaust,2017-12-02,Twitter for iPad,4,1,0,b'Dec. 2 \xc2\xa02017 Korean Air People are in Mirabel - #CSeries Production Update News!\n#bombardier #SWISS #airBaltic #KAL\xe2\x80\xa6 https://t.co/xWH0UBpB84',
141,eddwilson,2017-12-02,TweetDeck,0,0,0,b'@neitherspanish @akhmatova1956 @BBCAnyQuestions @NigelDoddsDUP Airbus has bought rights to the Bombardier Cseries.\xe2\x80\xa6 https://t.co/I9UbWayOJ0',Stockport UK
128,fbeaulie99,2017-12-02,Twitter Web Client,0,0,1,b'@sylvainfaust First flight of Swiss Cseries 7th #CS300 (MSN55020) - Shortest first flight for a Cseries? https://t.co/mb2reAHgcc',Canada
142,theFliegerFaust,2017-12-02,Twitter for iPad,0,3,1,b'RT @sylvainfaust: Right Now... #SWISS #CS300 #CSeries msn 55020 trying for First Flight today... expect First Flight this week-end from Mir\xe2\x80\xa6',
76,fbeaulie99,2017-12-02,Twitter Web Client,5,0,1,b'First flight of Swiss Cseries 7th #CS300 (MSN55020). https://t.co/IdiqyAjZRH',Canada
106,ekimasawagaru,2017-12-02,Jackie Jones,0,0,0,b'Bombardier turns tables on boeing with airbus deal it says avoids cseries duties - https://t.co/Kd1F7SNhcw',"Sacramento, California"
136,Montreal__jobs,2017-12-02,SocialOomph,1,0,1,"b'Engineering Professional - CSeries: Bombardier Inc. (Mirabel QC): ""our ideal candidate,. You .. #montreal #eluta https://t.co/IlI4FnfrzN'",Canada
143,bouroux,2017-12-02,Twitter Web Client,0,3,1,b'RT @RyanDebrusk: Congrats to our great partner @airBaltic!  I can\xe2\x80\x99t believe it has been one year already since #cseries was first welcomed\xe2\x80\xa6',Montreal  Canada
143,AirplaneGuy2013,2017-12-02,Twitter for Android,0,3,1,b'RT @RyanDebrusk: Congrats to our great partner @airBaltic!  I can\xe2\x80\x99t believe it has been one year already since #cseries was first welcomed\xe2\x80\xa6',Flight Operations Center
142,bouroux,2017-12-02,Twitter Web Client,0,1,1,b'RT @sylvainfaust: First Flight! - More Good News next #SWISS #CSeries #CS300 MSN 55020 about to takeoff from Mirabel airport... #avgeek #av\xe2\x80\xa6',Montreal  Canada
142,bouroux,2017-12-02,Twitter Web Client,0,1,1,b'RT @theFliegerFaust: Fliegerfaust News: Last Minute CSeries 2017 Delivery - Korean Air people are at Mirabel... and more... - https://t.co/\xe2\x80\xa6',Montreal  Canada
142,bouroux,2017-12-02,Twitter Web Client,0,3,1,b'RT @sylvainfaust: Right Now... #SWISS #CS300 #CSeries msn 55020 trying for First Flight today... expect First Flight this week-end from Mir\xe2\x80\xa6',Montreal  Canada
141,mnztr1,2017-12-02,Twitter Web Client,0,0,1,b'@benmoores2 @sylvainfaust @BoeingUK @plortcat How about the composite wings for the Cseries. Also there is a great\xe2\x80\xa6 https://t.co/XE4MfHUvN8',
142,athaibarua123,2017-12-02,Twitter for iPhone,0,4,1,"b""RT @sylvainfaust: #CSeries To the Moon? Helps drive Quebec's exports higher in 2018 says ... \n@ExportDevCanada #Bombardier #aerospace #avge\xe2\x80\xa6""","Brampton, Ontario"
144,RyanDebrusk,2017-12-02,Twitter for iPhone,9,3,1,b'Congrats to our great partner @airBaltic!  I can\xe2\x80\x99t believe it has been one year already since #cseries was first we\xe2\x80\xa6 https://t.co/H3FSDieuKc',
115,PierreBus380,2017-12-01,Twitter for iPhone,0,2,0,b'RT @ArabianAeroNews: CSeries interest picks up across North Africa following EgyptAir order https://t.co/vUSUy4HDww',
154,HoteLuxeThomas,2017-12-01,Twitter for iPhone,0,4,0,b'RT @HoteLuxeThomas: A life well travelled... - I \xe2\x9d\xa4\xef\xb8\x8f @FlySWISS !\xf0\x9f\x87\xa8\xf0\x9f\x87\xad\xe2\x9c\xa8 #lifewelltravelled #luxurytravel #airline #plane #bombardier #cseries #u\xe2\x80\xa6',Switzerland
136,sylvainfaust,2017-12-01,Twitter Web Client,8,1,1,b'First Flight! - More Good News next #SWISS #CSeries #CS300 MSN 55020 about to takeoff from Mirabel airport...\xe2\x80\xa6 https://t.co/kOVvtL2wY7',
142,avgeekretweeter,2017-12-01,RoundTeam,0,3,1,b'RT @sylvainfaust: Right Now... #SWISS #CS300 #CSeries msn 55020 trying for First Flight today... expect First Flight this week-end from Mir\xe2\x80\xa6',Read our daily updates at:
142,sylvainfaust,2017-12-01,Twitter Web Client,9,3,1,b'Right Now... #SWISS #CS300 #CSeries msn 55020 trying for First Flight today... expect First Flight this week-end fr\xe2\x80\xa6 https://t.co/C4XWN8pMQK',
142,theFliegerFaust,2017-12-01,Twitter Web Client,0,4,1,"b""RT @sylvainfaust: #CSeries To the Moon? Helps drive Quebec's exports higher in 2018 says ... \n@ExportDevCanada #Bombardier #aerospace #avge\xe2\x80\xa6""",
128,theFliegerFaust,2017-12-01,MailChimp,8,1,1,b'Fliegerfaust News: Last Minute CSeries 2017 Delivery - Korean Air people are at Mirabel... and more... - https://t.co/2lgw1FtYIC',
129,Marina_kanaria,2017-12-01,Twitter for iPhone,0,2,0,b'RT @airworldtoday: #AirWorldToday: CSeries interest picks up across North Africa following EgyptAir order https://t.co/0v5odPMA8P',España
142,Marina_kanaria,2017-12-01,Twitter for iPhone,0,3,0,b'RT @airworldtoday: #AirWorldToday: CSeries interest picks up across North Africa following EgyptAir order https://t.co/0v5odPMA8P https://t\xe2\x80\xa6',España
70,walterarseneau1,2017-12-01,Twitter Web Client,0,0,1,b'Another great route for the Fabulous CSeries ! https://t.co/FKayEst3n1',
96,walterarseneau1,2017-12-01,Twitter Web Client,0,0,1,b'Come on Air Canada ! Those new routes are made for the Fantastic CSeries https://t.co/WtKn38whe2',
115,ilovecseries,2017-12-01,Twitter Lite,0,2,0,b'RT @ArabianAeroNews: CSeries interest picks up across North Africa following EgyptAir order https://t.co/vUSUy4HDww',
142,AirplaneGuy2013,2017-12-01,Twitter for Android,0,3,1,b'RT @theFliegerFaust: No! #Tunisair Will Not Purchase New #Aircraft - But could be Leasing them... \n#CSeries #bombardier #embraer #E2 #airbu\xe2\x80\xa6',Flight Operations Center
142,AirplaneGuy2013,2017-12-01,Twitter for Android,0,2,1,b'RT @theFliegerFaust: Next #airBaltic #CSeries did its First Flight yesterday and more today... #Bombardier #avgeek #airline #travel #aviati\xe2\x80\xa6',Flight Operations Center
142,avgeekretweeter,2017-12-01,RoundTeam,0,4,1,"b""RT @sylvainfaust: #CSeries To the Moon? Helps drive Quebec's exports higher in 2018 says ... \n@ExportDevCanada #Bombardier #aerospace #avge\xe2\x80\xa6""",Read our daily updates at:
142,sylvainfaust,2017-12-01,Twitter Web Client,9,4,1,"b""#CSeries To the Moon? Helps drive Quebec's exports higher in 2018 says ... \n@ExportDevCanada #Bombardier #aerospace\xe2\x80\xa6 https://t.co/ZAa8e1Xw0r""",
142,avgeekretweeter,2017-12-01,RoundTeam,0,2,1,b'RT @theFliegerFaust: Next #airBaltic #CSeries did its First Flight yesterday and more today... #Bombardier #avgeek #airline #travel #aviati\xe2\x80\xa6',Read our daily updates at:
137,theFliegerFaust,2017-12-01,Twitter Web Client,7,2,1,b'Next #airBaltic #CSeries did its First Flight yesterday and more today... #Bombardier #avgeek #airline #travel\xe2\x80\xa6 https://t.co/PMDDOgddE1',
126,AirplaneGuy2013,2017-12-01,Twitter for Android,0,1,0,b'RT @sylvainfaust: 2nd flight is in the air now #airbaltic msn 55016 #CSeries #CS300 via @flightradar24 https://t.co/VlMHQzvQkr',Flight Operations Center
141,AirplaneGuy2013,2017-12-01,Twitter for Android,0,3,1,"b'RT @sylvainfaust: Next #airBaltic #CSeries did its First Flight - MSN 55016, 2nd pre-delivery flight in a few minutes \n#Bombardier #avgeek\xe2\x80\xa6'",Flight Operations Center
154,Clint009,2017-12-01,Twitter for iPad,0,4,0,b'RT @HoteLuxeThomas: A life well travelled... - I \xe2\x9d\xa4\xef\xb8\x8f @FlySWISS !\xf0\x9f\x87\xa8\xf0\x9f\x87\xad\xe2\x9c\xa8 #lifewelltravelled #luxurytravel #airline #plane #bombardier #cseries #u\xe2\x80\xa6',Canada
106,bouroux,2017-12-01,Twitter Web Client,0,3,1,b'RT @phil_geld: First day in commercial service \xe2\x9c\x88\xef\xb8\x8f\xf0\x9f\x87\xa8\xf0\x9f\x87\xad\n#CSeries #CS300 \xf0\x9f\xa4\x93 https://t.co/FFyPlp65ND',Montreal  Canada
